_id,quantity_cases,quantity_units,item,order
62329,0,1,1133,33278
62330,0,1,1181,33279
62331,0,1,1148,33280
62332,0,3,1200,33281
62333,0,1,1181,33282
62334,0,1,1181,33283
62335,0,1,591,33284
62336,0,1,1181,33285
62337,0,1,1181,33286
62338,0,1,591,33287
62339,0,1,591,33288
62340,0,1,608,33288
62341,0,1,1133,33289
62342,0,1,1538,33290
62343,0,1,558,33291
62344,0,1,735,33291
62345,0,1,1538,33292
62346,0,1,619,33293
62347,0,1,520,33294
62348,0,1,558,33295
62349,0,1,680,33296
62350,0,1,608,33297
62351,0,3,1148,33298
62352,0,1,620,33299
62353,0,1,1252,33299
62354,0,1,584,33300
62355,0,1,614,33300
62356,0,1,607,33300
62357,0,1,579,33301
62358,0,1,620,33301
62359,0,3,558,33302
62360,0,1,619,33303
62361,0,1,713,33303
62362,0,1,736,33303
62363,0,1,617,33304
62364,0,1,628,33304
62365,0,1,713,33304
62366,0,1,736,33304
62367,0,1,713,33305
62368,0,1,736,33305
62369,0,2,1190,33306
62370,0,1,1199,33307
62371,0,1,713,33308
62372,0,1,736,33308
62373,0,1,1181,33308
62374,0,1,567,33309
62375,0,1,1181,33310
62376,0,1,614,33311
62377,0,1,607,33311
62378,0,1,616,33312
62379,0,1,1181,33312
62380,0,1,511,33313
62381,0,1,520,33314
62382,0,1,1148,33314
62383,0,1,1194,33314
62384,0,1,1194,33315
62385,0,1,736,33315
62386,0,1,735,33315
62387,0,1,620,33315
62388,0,1,579,33315
62389,0,1,621,33316
62390,0,1,1125,33316
62391,0,1,617,33317
62392,0,1,613,33317
62393,0,1,1181,33318
62394,0,1,497,33319
62395,0,1,591,33319
62396,0,1,527,33320
62397,0,1,1181,33321
62398,0,1,579,33322
62399,0,1,1181,33323
62400,0,1,616,33324
62401,0,1,538,33325
62402,0,1,505,33325
62403,0,1,499,33325
62404,0,2,616,33326
62405,0,1,620,33327
62406,0,1,597,33328
62407,0,1,527,33329
62408,0,1,628,33329
62409,0,2,1551,33330
62410,0,1,1194,33330
62411,0,1,620,33331
62412,0,1,1133,33331
62413,0,1,524,33332
62414,0,3,591,33332
62415,0,1,620,33333
62416,0,1,584,33333
62417,0,1,1181,33334
62418,0,1,621,33335
62419,0,1,579,33336
62420,0,1,524,33337
62421,0,1,1128,33338
62422,0,1,575,33339
62423,0,1,1181,33340
62424,0,1,1181,33341
62425,0,1,1181,33342
62426,0,1,1135,33343
62427,0,1,597,33343
62428,0,2,609,33344
62429,0,1,628,33344
62430,0,1,1181,33345
62431,0,1,1181,33346
62432,0,1,1236,33347
62433,0,2,584,33347
62434,0,2,680,33347
62435,0,1,591,33347
62436,0,1,567,33348
62437,0,1,607,33349
62438,0,1,1181,33350
62439,0,1,567,33351
62440,0,1,621,33352
62441,0,1,614,33353
62442,0,1,584,33353
62443,0,1,1125,33354
62444,0,1,558,33354
62445,0,1,591,33355
62446,0,1,614,33356
62447,0,1,607,33356
62448,0,1,1236,33356
62449,0,2,620,33356
62450,0,2,567,33356
62451,0,4,1181,33357
62452,0,1,1181,33358
62453,0,1,502,33358
62454,0,1,1133,33358
62455,0,1,619,33358
62456,0,1,584,33359
62457,0,1,580,33360
62458,0,1,1531,33361
62459,0,1,607,33362
62460,0,1,1561,33363
62461,0,1,1531,33363
62462,0,1,614,33364
62463,0,1,527,33365
62464,0,1,680,33366
62465,0,1,567,33366
62466,0,1,591,33367
62467,0,1,1135,33368
62468,0,1,1252,33368
62469,0,1,597,33369
62470,0,1,567,33370
62471,0,1,580,33371
62472,0,1,1181,33371
62473,0,1,584,33372
62474,0,1,567,33373
62475,0,1,575,33373
62476,0,1,1181,33373
62477,0,1,619,33374
62478,0,1,1148,33374
62479,0,2,614,33375
62480,0,2,607,33375
62481,0,1,524,33376
62482,0,1,558,33377
62483,0,1,1181,33378
62484,0,1,1128,33379
62485,0,1,524,33380
62486,0,1,680,33380
62487,0,1,713,33381
62488,0,1,1181,33382
62489,0,1,1538,33383
62490,0,1,561,33384
62491,0,1,538,33384
62492,0,1,680,33384
62493,0,1,713,33384
62494,0,1,735,33384
62495,0,1,607,33384
62496,0,1,614,33384
62497,0,1,666,33385
62498,0,1,674,33386
62499,0,1,673,33386
62500,0,1,659,33387
62501,0,1,652,33388
62502,0,1,653,33388
62503,0,1,630,33388
62504,0,1,637,33389
62505,0,1,1556,33389
62506,0,1,642,33389
62507,0,1,645,33389
62508,0,1,652,33389
62509,0,1,653,33389
62510,0,1,659,33389
62511,0,1,644,33389
62512,0,1,630,33389
62513,0,1,661,33389
62514,0,1,663,33389
62515,0,1,665,33390
62516,0,1,664,33390
62517,0,1,1556,33390
62518,0,1,643,33390
62519,0,1,644,33390
62520,0,1,646,33390
62521,0,1,662,33390
62522,0,1,663,33390
62523,0,1,656,33391
62524,0,1,645,33391
62525,0,1,1556,33391
62526,0,1,648,33391
62527,0,1,653,33392
62528,0,1,661,33393
62529,0,1,643,33393
62530,0,1,651,33394
62531,0,1,642,33394
62532,0,1,659,33395
62533,0,1,652,33395
62534,0,1,668,33396
62535,0,1,661,33396
62536,0,1,663,33396
62537,0,1,667,33396
62538,0,1,1514,33397
62539,0,1,1532,33397
62540,0,1,641,33398
62541,0,1,1160,33398
62542,0,1,1514,33399
62543,0,1,1532,33399
62544,0,1,642,33400
62545,0,3,1556,33400
62546,0,1,643,33400
62547,0,1,662,33400
62548,0,1,663,33400
62549,0,1,667,33400
62550,0,1,660,33400
62551,0,1,645,33401
62552,0,1,643,33402
62553,0,1,1514,33403
62554,0,1,1532,33403
62555,0,1,666,33403
62556,0,1,668,33403
62557,0,1,631,33403
62558,0,1,642,33404
62559,0,1,643,33404
62560,0,1,1514,33405
62561,0,1,1532,33405
62562,0,1,642,33406
62563,0,1,652,33407
62564,0,1,653,33407
62565,0,1,659,33407
62566,0,1,666,33407
62567,0,1,652,33408
62568,0,1,1514,33408
62569,0,1,1532,33408
62570,0,1,653,33408
62571,0,1,651,33409
62572,0,1,1514,33410
62573,0,1,1532,33410
62574,0,1,659,33411
62575,0,1,630,33411
62576,0,1,652,33411
62577,0,1,1514,33412
62578,0,1,1532,33412
62579,0,1,661,33413
62580,0,1,653,33414
62581,0,1,642,33415
62582,0,1,659,33416
62583,0,1,652,33416
62584,0,1,630,33416
62585,0,1,645,33417
62586,0,1,642,33418
62587,0,1,656,33419
62588,0,1,659,33420
62589,0,1,637,33420
62590,0,1,630,33420
62591,0,1,652,33420
62592,0,1,653,33420
62593,0,1,643,33420
62594,0,1,661,33420
62595,0,1,663,33420
62596,0,1,644,33420
62597,0,1,642,33420
62598,0,1,667,33421
62599,0,1,656,33422
62600,0,1,645,33422
62601,0,1,1514,33422
62602,0,1,1532,33422
62603,0,1,659,33423
62604,0,1,630,33423
62605,0,1,653,33423
62606,0,1,634,33424
62607,0,2,1556,33425
62608,0,1,652,33426
62609,0,1,660,33426
62610,0,1,654,33426
62611,0,1,1160,33427
62612,0,1,676,33428
62613,0,1,675,33428
62614,0,1,1556,33429
62615,0,1,1514,33430
62616,0,1,650,33430
62617,0,1,642,33430
62618,0,1,1514,33431
62619,0,1,1532,33431
62620,0,1,645,33431
62621,0,1,652,33431
62622,0,1,659,33431
62623,0,1,653,33431
62624,0,1,653,33432
62625,0,1,644,33432
62626,0,1,661,33433
62627,0,1,663,33433
62628,0,1,1160,33433
62629,0,1,643,33433
62630,0,1,1537,33434
62631,0,1,652,33435
62632,0,1,659,33435
62633,0,1,668,33435
62634,0,1,1556,33435
62635,0,1,630,33435
62636,0,1,1537,33436
62637,0,1,661,33437
62638,0,1,668,33438
62639,0,1,642,33439
62640,0,1,662,33440
62641,0,1,663,33440
62642,0,1,656,33441
62643,0,1,652,33441
62644,0,1,653,33441
62645,0,1,651,33442
62646,0,1,643,33443
62647,0,1,661,33443
62648,0,1,642,33444
62649,0,1,654,33445
62650,0,1,667,33446
62651,0,1,662,33447
62652,0,1,663,33447
62653,0,1,666,33448
62654,0,1,663,33449
62655,0,1,1514,33450
62656,0,1,1532,33450
62657,0,1,667,33451
62658,0,1,659,33414
62659,0,24,53,33452
62660,0,24,91,33452
62661,0,24,123,33452
62662,0,2,53,33453
62663,0,2,91,33453
62664,0,2,123,33453
62665,0,2,1158,33453
62666,0,3,74,33453
62667,1,24,53,33454
62668,2,0,123,33454
62669,1,0,43,33454
62670,2,0,74,33454
62671,0,24,53,33455
62672,0,24,91,33455
62673,0,24,123,33455
62674,0,24,43,33455
62675,1,0,332,33456
62676,1,0,332,33457
62677,1,0,332,33458
62678,1,0,332,33459
62679,2,0,332,33460
62680,3,0,332,33461
62681,1,0,332,33462
62682,2,0,332,33463
62683,4,0,332,33464
62684,3,0,332,33465
62685,1,0,332,33466
62686,2,0,332,33467
62687,2,0,332,33468
62688,2,0,332,33469
62689,2,0,332,33470
62690,1,0,332,33471
62691,4,0,332,33472
62692,2,0,332,33473
62693,1,0,332,33474
62694,2,0,332,33475
62695,2,0,332,33476
62696,3,0,332,33477
62697,1,0,332,33478
62698,0,35,50,33479
62699,0,1,1203,33480
62700,0,1,1201,33481
62701,0,1,1202,33481
62702,0,1,1204,33481
62703,0,1,1543,33481
62704,0,1,1215,33481
62705,0,1,1216,33481
62706,0,1,1201,33482
62707,0,1,1205,33482
62708,1,0,332,33483
62709,0,11,136,33484
62710,0,12,134,33485
62711,0,24,136,33486
62712,0,1,136,33487
62713,0,3,136,33488
62714,0,2,136,33489
62715,0,10,136,33490
62716,0,1,1237,33491
62717,0,5,1543,33491
62718,0,1,1216,33491
62719,0,24,136,33492
62720,0,12,136,33493
62721,0,4,136,33494
62722,0,2,134,33494
62723,0,4,690,33495
62724,0,2,687,33496
62725,1,0,1564,33497
62726,0,1,688,33498
62727,0,2,1225,33498
62728,0,1,1231,33498
62729,1,0,1564,33499
62730,0,2,690,33500
62731,0,2,1555,33500
62732,1,0,1564,33501
62733,0,24,136,33502
62734,0,1,661,33503
62735,0,1,643,33503
62736,0,1,661,33504
62737,0,1,1514,33505
62738,0,1,1532,33505
62739,0,1,659,33506
62740,0,1,652,33506
62741,0,1,664,33507
62742,0,1,665,33507
62743,0,1,661,33508
62744,0,1,663,33508
62745,0,1,668,33509
62746,0,1,666,33510
62747,0,1,642,33511
62748,0,1,597,33512
62749,0,1,1557,33513
62750,0,1,620,33513
62751,0,1,597,33514
62752,0,1,621,33515
62753,0,1,680,33516
62754,0,1,614,33517
62755,0,1,607,33517
62756,0,1,591,33517
62757,0,1,614,33518
62758,0,1,538,33519
62759,0,1,604,33520
62760,0,1,591,33520
62761,0,1,1252,33521
62762,0,1,1181,33522
62763,0,1,1538,33523
62764,0,2,615,33524
62765,0,1,567,33525
62766,0,1,1538,33525
62767,0,2,524,33526
62768,0,1,609,33527
62769,0,1,729,33527
62770,0,1,597,33527
62771,0,1,597,33528
62772,0,1,1148,33529
62773,0,1,1181,33530
62774,0,1,597,33531
62775,0,1,527,33531
62776,0,1,584,33532
62777,0,1,736,33532
62778,0,1,1538,33533
62779,0,1,1538,33534
62780,0,1,680,33535
62781,0,1,735,33536
62782,0,1,524,33537
62783,0,1,597,33538
62784,0,1,619,33538
62785,0,1,580,33539
62786,0,1,1125,33539
62787,0,1,608,33539
62788,0,1,575,33540
62789,0,1,583,33540
62790,0,1,608,33541
62791,0,1,1544,33542
62792,0,1,520,33542
62793,0,1,527,33543
62794,0,1,1538,33544
62795,0,1,614,33545
62796,0,1,619,33546
62797,0,1,558,33546
62798,0,2,527,33547
62799,0,1,1181,33548
62800,0,2,524,33549
62801,0,1,621,33550
62802,0,1,1127,33551
62803,0,1,735,33552
62804,0,1,1557,33553
62805,0,1,1181,33553
62806,0,1,615,33554
62807,0,1,728,33554
62808,0,1,735,33555
62809,0,1,1148,33556
62810,0,1,713,33557
62811,0,1,736,33557
62812,0,1,608,33557
62813,0,1,621,33557
62814,0,2,620,33557
62815,0,1,713,33558
62816,0,1,736,33558
62817,0,1,1557,33559
62818,0,1,620,33559
62819,0,1,561,33559
62820,0,1,685,33559
62821,0,1,621,33560
62822,0,1,713,33561
62823,0,1,736,33561
62824,0,1,713,33562
62825,0,1,736,33562
62826,0,1,713,33563
62827,0,1,736,33563
62828,0,1,1557,33564
62829,0,1,620,33564
62830,0,1,524,33564
62831,0,1,597,33565
62832,0,1,619,33566
62833,0,2,558,33566
62834,0,1,527,33567
62835,0,1,1252,33567
62836,0,1,597,33568
62837,0,1,713,33569
62838,0,1,1557,33570
62839,0,1,532,33570
62840,0,1,561,33570
62841,0,1,558,33570
62842,0,1,1538,33571
62843,0,1,591,33572
62844,0,1,614,33572
62845,0,1,615,33573
62846,0,1,558,33573
62847,0,1,524,33574
62848,0,1,575,33575
62849,0,1,527,33576
62850,0,1,616,33577
62851,0,1,591,33578
62852,0,1,1148,33578
62853,0,2,558,33579
62854,0,1,1197,33580
62855,0,1,1194,33580
62856,0,1,1194,33581
62857,0,1,527,33582
62858,0,1,588,33582
62859,0,1,541,33582
62860,0,1,1236,33583
62861,0,1,597,33583
62862,0,1,735,33584
62863,0,2,527,33585
62864,0,1,1181,33586
62865,0,1,597,33587
62866,0,1,680,33588
62867,0,1,1125,33589
62868,0,1,680,33590
62869,0,1,538,33590
62870,0,1,1557,33591
62871,0,1,497,33591
62872,0,1,558,33592
62873,0,1,613,33592
62874,0,1,615,33592
62875,0,1,538,33592
62876,0,1,597,33593
62877,0,1,1557,33594
62878,0,1,591,33594
62879,0,1,1181,33595
62880,0,1,1148,33596
62881,0,1,721,33597
62882,0,1,597,33598
62883,0,1,621,33598
62884,0,1,1236,33599
62885,0,1,538,33600
62886,0,1,597,33601
62887,0,1,538,33601
62888,0,1,1538,33602
62889,0,1,604,33603
62890,0,1,1557,33603
62891,0,1,736,33603
62892,0,1,735,33603
62893,0,1,572,33604
62894,0,1,584,33604
62895,0,1,1181,33604
62896,0,1,520,33605
62897,0,1,1199,33606
62898,0,1,502,33606
62899,0,1,575,33606
62900,0,1,520,33606
62901,0,1,570,33607
62902,0,1,546,33607
62903,0,1,613,33607
62904,0,1,520,33607
62905,0,1,713,33607
62906,0,1,736,33607
62907,0,1,527,33608
62908,0,2,680,33609
62909,0,2,567,33609
62910,0,2,1520,33610
62911,0,3,687,33611
62912,0,6,43,33612
62913,0,15,21,33613
62914,0,1,615,33614
62915,0,1,511,33614
62916,0,1,524,33615
62917,0,1,615,33615
62918,0,1,617,33615
62919,0,1,1562,33615
62920,0,1,615,33616
62921,0,1,558,33616
62922,0,1,615,33617
62923,0,1,575,33617
62924,0,1,570,33617
62925,0,1,615,33618
62926,0,1,619,33618
62927,0,1,1133,33618
62928,0,2,615,33619
62929,0,1,1135,33619
62930,0,2,570,33620
62931,0,4,615,33620
62932,0,1,615,33621
62933,0,1,570,33621
62934,0,1,615,33622
62935,0,1,619,33622
62936,0,1,558,33622
62937,0,1,615,33623
62938,0,1,558,33623
62939,0,1,680,33623
62940,0,1,1119,33623
62941,0,1,1538,33623
62942,0,1,616,33624
62943,0,1,615,33624
62944,0,1,1133,33624
62945,0,1,619,33624
62946,0,1,555,33625
62947,0,1,572,33625
62948,0,1,520,33625
62949,0,1,619,33625
62950,0,1,615,33625
62951,0,1,558,33625
62952,0,1,615,33626
62953,0,1,713,33626
62954,0,1,736,33626
62955,0,1,659,33627
62956,0,1,652,33627
62957,0,1,667,33627
62958,0,1,662,33627
62959,0,1,663,33627
62960,0,1,1556,33627
62961,0,1,659,33628
62962,0,1,641,33629
62963,0,1,663,33630
62964,0,2,1532,33631
62965,0,1,653,33632
62966,0,1,652,33632
62967,0,2,646,33633
62968,0,1,659,33634
62969,0,1,1538,33635
62970,0,2,1538,33636
62971,0,1,527,33637
62972,0,1,591,33637
62973,0,1,609,33638
62974,0,1,558,33638
62975,0,2,538,33638
62976,0,1,1100,33638
62977,0,2,572,33639
62978,0,1,1252,33640
62979,0,1,495,33641
62980,0,1,1538,33641
62981,0,1,497,33642
62982,0,1,527,33642
62983,0,1,1100,33642
62984,0,1,609,33643
62985,0,1,1100,33644
62986,0,1,621,33644
62987,0,1,1557,33644
62988,0,1,608,33644
62989,0,1,579,33645
62990,0,1,553,33645
62991,0,1,1538,33645
62992,0,1,1100,33645
62993,0,1,1538,33646
62994,0,2,558,33647
62995,0,1,1538,33647
62996,0,1,1100,33647
62997,0,1,1100,33648
62998,0,1,538,33648
62999,0,1,621,33648
63000,0,1,499,33648
63001,0,1,1192,33649
63002,0,1,619,33649
63003,0,1,1181,33649
63004,0,1,1100,33649
63005,0,3,541,33650
63006,0,1,1100,33650
63007,0,1,1181,33651
63008,0,1,1181,33652
63009,0,1,1181,33653
63010,0,1,1181,33654
63011,0,1,1181,33655
63012,0,2,609,33656
63013,0,1,1100,33656
63014,0,2,620,33657
63015,0,1,1538,33657
63016,0,1,1181,33657
63017,0,1,1100,33657
63018,0,1,558,33658
63019,0,1,538,33658
63020,0,1,524,33658
63021,0,1,1100,33658
63022,0,1,735,33659
63023,0,2,558,33659
63024,0,1,1100,33659
63025,0,1,1194,33660
63026,0,1,620,33660
63027,0,1,497,33660
63028,0,1,609,33660
63029,0,1,1100,33660
63030,0,1,1181,33661
63031,0,1,620,33662
63032,0,1,735,33662
63033,0,1,532,33662
63034,0,1,561,33663
63035,0,1,567,33663
63036,0,1,615,33663
63037,0,1,1100,33663
63038,0,1,1557,33664
63039,0,1,579,33664
63040,0,1,591,33664
63041,0,1,1100,33664
63042,0,1,594,33665
63043,0,1,525,33666
63044,0,1,567,33666
63045,0,2,1181,33666
63046,0,1,1100,33666
63047,0,1,1100,33667
63048,0,1,1236,33667
63049,0,1,579,33667
63050,0,1,591,33667
63051,0,1,615,33667
63052,0,1,619,33667
63053,0,1,558,33668
63054,0,1,532,33668
63055,0,1,527,33668
63056,0,1,1100,33668
63057,0,1,527,33669
63058,0,1,615,33670
63059,0,1,558,33670
63060,0,1,609,33671
63061,0,1,1181,33672
63062,0,1,1538,33673
63063,0,1,500,33674
63064,0,1,1133,33675
63065,0,1,497,33675
63066,0,1,1126,33676
63067,0,1,619,33677
63068,0,1,558,33677
63069,0,1,1192,33677
63070,0,1,1130,33678
63071,0,1,607,33679
63072,0,1,614,33679
63073,0,1,725,33680
63074,0,1,615,33681
63075,0,1,607,33682
63076,0,1,614,33682
63077,0,1,1546,33683
63078,0,1,1548,33683
63079,0,1,591,33683
63080,0,1,1100,33683
63081,0,4,1557,33684
63082,0,1,1194,33684
63083,0,1,620,33684
63084,0,1,607,33684
63085,0,1,614,33684
63086,0,1,497,33684
63087,0,1,1100,33684
63088,0,1,513,33685
63089,0,1,733,33686
63090,0,1,1099,33687
63091,0,1,733,33688
63092,0,1,558,33688
63093,0,1,1192,33688
63094,0,1,1100,33688
63095,0,1,1236,33689
63096,0,1,729,33689
63097,0,1,733,33689
63098,0,1,1100,33689
63099,0,1,733,33690
63100,0,2,591,33691
63101,0,1,594,33691
63102,0,1,1100,33691
63103,0,1,713,33692
63105,0,1,735,33692
63106,0,1,713,33693
63107,0,1,736,33693
63108,0,1,735,33693
63109,0,1,614,33693
63110,0,1,1100,33693
63111,0,1,1099,33694
63112,0,1,591,33694
63113,0,1,1100,33694
63114,0,1,607,33695
63115,0,1,614,33695
63116,0,1,1100,33695
63117,0,1,733,33696
63118,0,1,591,33696
63119,0,1,733,33697
63120,0,1,1135,33697
63121,0,1,1099,33698
63122,0,1,733,33698
63123,0,1,513,33698
63124,0,1,1099,33699
63125,0,1,733,33699
63126,0,1,713,33700
63127,0,1,736,33700
63128,0,1,583,33701
63129,0,1,733,33701
63130,0,1,713,33702
63131,0,1,736,33702
63132,0,1,1538,33702
63133,0,1,538,33702
63134,0,1,511,33702
63135,0,1,621,33702
63136,0,1,1100,33702
63137,0,1,607,33703
63138,0,1,614,33703
63139,0,1,1100,33703
63140,0,1,607,33704
63141,0,1,614,33704
63142,0,1,1100,33704
63143,0,1,1181,33705
63144,0,1,580,33705
63145,0,1,579,33705
63146,0,1,1100,33705
63147,0,2,713,33706
63148,0,1,736,33706
63149,0,1,735,33706
63150,0,1,1100,33706
63151,0,2,609,33707
63152,0,1,1100,33707
63153,0,1,1538,33708
63154,0,1,1252,33709
63155,0,1,616,33710
63156,0,1,1236,33710
63157,0,1,558,33710
63158,0,1,1100,33710
63159,0,2,1236,33711
63160,0,1,561,33711
63161,0,1,579,33711
63162,0,1,1100,33711
63163,0,1,609,33712
63164,0,1,619,33713
63165,0,1,591,33714
63166,0,1,680,33714
63167,0,1,1252,33714
63168,0,2,558,33714
63169,0,1,1100,33714
63170,0,1,567,33715
63171,0,1,567,33716
63172,0,1,1100,33717
63173,0,1,567,33717
63174,0,1,721,33718
63175,0,1,594,33719
63176,0,1,591,33719
63177,0,1,621,33719
63178,0,1,497,33719
63179,0,1,1100,33719
63180,0,1,567,33720
63181,0,2,1181,33721
63182,0,1,619,33722
63183,0,1,613,33723
63184,0,1,1148,33723
63185,0,1,525,33723
63186,0,1,1100,33723
63187,0,1,527,33724
63188,0,1,1538,33725
63189,0,1,607,33726
63190,0,1,614,33726
63191,0,1,1100,33726
63192,0,1,591,33727
63193,0,2,584,33727
63194,0,1,1100,33727
63195,0,1,624,33728
63196,0,2,513,33728
63197,0,1,1100,33728
63198,0,2,527,33729
63199,0,2,1538,33730
63200,0,1,607,33731
63201,0,1,614,33731
63202,0,1,1100,33731
63203,0,1,567,33732
63204,0,1,733,33732
63205,0,1,680,33732
63206,0,1,1100,33732
63207,0,1,558,33733
63208,0,2,621,33733
63209,0,1,1100,33733
63210,0,1,604,33734
63211,0,1,628,33734
63212,0,1,1181,33734
63213,0,1,1100,33734
63214,0,1,1128,33735
63215,0,1,613,33735
63216,0,3,1181,33736
63217,0,1,1100,33736
63218,0,1,527,33737
63219,0,1,570,33737
63220,0,1,619,33737
63221,0,1,1100,33737
63222,0,1,1181,33738
63223,0,2,615,33739
63224,0,1,713,33739
63225,0,1,736,33739
63226,0,1,1100,33739
63227,0,1,558,33740
63228,0,1,1128,33740
63229,0,1,591,33740
63230,0,1,594,33740
63231,0,1,567,33740
63232,0,1,1100,33740
63233,0,1,721,33741
63234,0,1,579,33741
63235,0,1,580,33741
63236,0,1,1100,33741
63237,0,12,48,33742
63238,0,12,80,33742
63239,2,0,74,33743
63240,1,0,53,33744
63241,2,0,91,33744
63242,0,24,64,33744
63243,0,24,43,33744
63244,1,0,74,33744
63245,1,2,43,33745
63246,0,2,697,33746
63247,0,1,1227,33746
63248,0,1,1228,33746
63249,0,3,136,33747
63250,0,4,136,33748
63251,0,1,1212,33749
63252,0,1,1216,33749
63253,0,1,1211,33749
63254,0,1,1213,33750
63255,0,4,1208,33751
63256,0,1,1543,33751
63257,0,2,1206,33751
63258,0,2,1215,33751
63259,0,1,1205,33752
63260,0,1,653,33753
63261,0,1,1514,33754
63262,0,1,1532,33754
63263,0,1,631,33755
63264,0,1,1115,33755
63265,0,2,670,33755
63266,0,2,648,33755
63267,0,1,630,33755
63268,0,1,652,33755
63269,0,1,659,33755
63270,0,1,653,33755
63271,0,1,661,33756
63272,0,1,662,33757
63273,0,1,663,33757
63274,0,1,729,33758
63275,0,1,1538,33759
63276,0,2,513,33760
63277,0,1,728,33761
63278,0,1,1557,33762
63279,0,1,513,33762
63280,0,1,1181,33763
63281,0,1,620,33763
63282,0,1,567,33764
63283,0,1,584,33765
63284,0,1,520,33766
63285,0,1,607,33767
63286,0,1,513,33768
63287,0,1,527,33768
63288,0,1,567,33769
63289,0,1,624,33770
63290,0,1,567,33771
63291,0,1,1538,33772
63292,0,1,624,33773
63293,0,1,616,33773
63294,0,1,736,33773
63295,0,1,680,33774
63296,0,1,729,33774
63297,0,1,591,33774
63298,0,1,607,33775
63299,0,1,614,33775
63300,0,1,736,33775
63301,0,4,591,33776
63302,0,1,594,33776
63303,0,1,520,33777
63304,0,1,1549,33777
63305,0,1,1557,33777
63306,0,1,736,33777
63307,0,1,575,33778
63308,0,1,520,33778
63309,0,1,615,33778
63310,0,1,567,33778
63311,0,1,736,33778
63312,0,1,558,33779
63313,0,1,621,33779
63314,0,1,1549,33779
63315,0,1,567,33780
63316,0,1,1099,33780
63317,0,1,527,33780
63318,0,1,736,33780
63319,0,1,572,33781
63320,0,1,1128,33781
63321,0,1,1135,33781
63322,0,1,1557,33781
63323,0,1,1549,33781
63324,0,1,729,33782
63325,0,1,538,33782
63326,0,1,1546,33782
63327,0,1,1548,33782
63328,0,1,613,33782
63329,0,1,1194,33783
63330,0,1,736,33783
63331,0,1,1100,33783
63332,0,1,1538,33784
63333,0,1,1187,33785
63334,0,1,1557,33786
63335,0,1,619,33787
63336,0,1,1100,33787
63337,0,1,527,33787
63338,0,1,1197,33787
63339,0,1,735,33788
63340,0,2,1236,33788
63341,0,1,1100,33788
63342,0,1,1181,33789
63343,0,1,584,33790
63344,0,1,591,33790
63345,0,1,567,33791
63346,0,1,614,33792
63347,0,1,607,33792
63348,0,1,680,33792
63349,0,2,591,33792
63350,0,1,1557,33792
63351,0,1,1100,33792
63352,0,1,729,33793
63353,0,1,609,33793
63354,0,1,1100,33793
63355,0,1,1100,33794
63356,0,1,1195,33794
63357,0,1,609,33794
63358,0,1,1181,33794
63359,0,1,604,33795
63360,0,1,579,33796
63361,0,1,580,33796
63362,0,1,594,33796
63363,0,1,553,33796
63364,0,1,584,33797
63365,0,1,607,33797
63366,0,1,614,33797
63367,0,1,1128,33797
63368,0,1,1198,33798
63369,0,1,615,33798
63370,0,1,591,33798
63371,0,1,579,33798
63372,0,1,604,33798
63373,0,1,580,33798
63374,0,1,584,33798
63375,0,1,609,33799
63376,0,1,729,33799
63377,0,1,597,33799
63378,0,8,1156,33800
63379,3,0,332,33801
63380,4,0,332,33802
63381,2,0,332,33803
63382,1,0,332,33804
63383,4,0,332,33805
63384,1,0,332,33806
63385,1,0,332,33807
63386,1,0,332,33808
63387,1,0,332,33809
63388,1,0,332,33810
63389,0,10,136,33811
63390,0,7,136,33812
63391,0,2,1532,33813
63392,0,1,667,33814
63393,0,1,645,33814
63394,0,1,655,33814
63395,0,1,659,33814
63396,0,1,653,33814
63397,0,1,660,33815
63398,0,1,646,33816
63399,0,1,666,33817
63400,0,1,1532,33818
63401,0,1,1532,33819
63402,0,1,1194,33820
63403,0,1,729,33820
63404,0,2,1181,33821
63405,0,1,496,33822
63406,0,1,579,33822
63407,0,1,496,33823
63408,0,1,1557,33824
63409,0,1,496,33824
63410,0,1,496,33825
63411,0,1,497,33826
63412,0,1,733,33827
63413,0,1,496,33828
63414,0,1,1181,33828
63415,0,1,591,33828
63416,0,1,1100,33828
63417,0,1,1197,33829
63418,0,1,496,33829
63419,0,1,1194,33830
63420,0,1,570,33830
63421,0,2,513,33831
63422,0,1,1557,33832
63423,0,1,616,33832
63424,0,1,620,33832
63425,0,1,620,33833
63426,0,1,1545,33833
63427,0,1,1547,33833
63428,0,1,713,33834
63429,0,1,736,33834
63430,0,1,513,33834
63431,0,1,1100,33834
63432,0,1,1557,33835
63433,0,1,579,33835
63434,0,1,580,33835
63435,0,1,1100,33835
63436,0,1,497,33836
63437,0,1,628,33836
63438,0,1,532,33836
63439,0,1,1100,33836
63440,0,3,1553,33837
63441,0,2,1221,33838
63442,0,2,690,33838
63443,0,2,1520,33839
63444,1,0,1565,33840
63445,1,0,1565,33841
63446,1,0,1565,33842
63447,1,0,1565,33843
63448,1,0,1565,33844
63449,1,0,1565,33845
63450,1,0,1565,33846
63451,1,0,1565,33847
63452,1,0,1565,33848
63453,1,0,1565,33849
63454,1,0,1565,33850
63455,1,0,1565,33851
63456,1,0,1565,33852
63457,1,0,1565,33853
63458,1,0,1565,33854
63459,1,0,1565,33855
63460,1,0,1565,33856
63461,1,0,1565,33857
63462,1,0,1565,33858
63463,1,0,1565,33859
63464,1,0,1565,33860
