_id,user,name,number,case_quantity,description,qoh_case,qoh_units,case_weight,reorder_quantity,length,width,height,ship_ready,field15,field16,field17,field18,field19,field20,field21
60e5a6b920d52d35ed96512a,60e5a6b920d52d35ed964c2f,BOWL-013,BOWL013,6,Send Noods Bowl,0,41,4,0,0,0,0,1,,,,,,,
60e5a6b920d52d35ed96512b,60e5a6b920d52d35ed964c2d,DV201BS,DV201BS,2,BH V-Neck Trim Vest - Black/Silver Fox - S,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96512c,60e5a6b920d52d35ed964c2d,DV201BM,DV201BM,2,BH V-Neck Trim Vest - Black/Silver Fox - M,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96512d,60e5a6b920d52d35ed964c2d,DV201BL,DV201BL,2,BH V-Neck Trim Vest - Black/Silver Fox - L,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96512e,60e5a6b920d52d35ed964c2d,DV201BXL,DV201BXL,2,BH V-Neck Trim Vest - Black/Silver Fox - XL,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96512f,60e5a6b920d52d35ed964c2d,DV201SM,DV201SM,1,BH V-Neck Trim Vest - Stone/Stone Feather - M,0,0,1,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965130,60e5a6b920d52d35ed964c2d,DV201SL,DV201SL,1,BH V-Neck Trim Vest - Stone/Stone Feather - L,0,0,1,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965131,60e5a6b920d52d35ed964c2d,DJ202BXS,DJ202BXS,1,BH Crew Trim Jacket - Black/Silver Fox - XS,0,1,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965132,60e5a6b920d52d35ed964c2d,DJ202BS,DJ202BS,6,BH Crew Trim Jacket - Black/Silver Fox - S,0,1,12,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965133,60e5a6b920d52d35ed964c2d,DJ202BM,DJ202BM,8,BH Crew Trim Jacket - Black/Silver Fox - M,0,3,16,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965134,60e5a6b920d52d35ed964c2d,DJ202BL,DJ202BL,6,BH Crew Trim Jacket - Black/Silver Fox - L,0,5,12,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965135,60e5a6b920d52d35ed964c2d,DJ202BXL,DJ202BXL,1,BH Crew Trim Jacket - Black/Silver Fox - XL,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965136,60e5a6b920d52d35ed964c2d,DA252B,DA252B,6,BH Fur Edge Scarf - Black/Silver Fox,0,0,3,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965137,60e5a6b920d52d35ed964c2d,DA252S,DA252S,2,BH Fur Edge Scarf - Stone/Stone Feather,0,0,1,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965138,60e5a6b920d52d35ed964c2d,DJ203BS,DJ203BS,2,BH Cuffed Kimono - Black/Silver Fox - S,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965139,60e5a6b920d52d35ed964c2d,DJ203BM,DJ203BM,2,BH Cuffed Kimono - Black/Silver Fox - M,0,1,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96513a,60e5a6b920d52d35ed964c2d,DJ203BL,DJ203BL,1,BH Cuffed Kimono - Black/Silver Fox - L,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96513b,60e5a6b920d52d35ed964c2d,DJ203BXL,DJ203BXL,1,BH Cuffed Kimono - Black/Silver Fox - XL,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96513c,60e5a6b920d52d35ed964c2d,DA255S1,DA255S1,6,BH Poncho - Sand - Size 1,0,0,6,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96513d,60e5a6b920d52d35ed964c2d,DA255S2,DA255S2,5,BH Poncho - Sand - Size 2,0,0,5,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96513e,60e5a6b920d52d35ed964c2d,DA255B1,DA255B1,8,BH Poncho - Black - Size 1,0,0,8,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96513f,60e5a6b920d52d35ed964c2d,DA255B2,DA255B2,8,BH Poncho - Black - Size 2,0,0,8,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965140,60e5a6b920d52d35ed964c2d,DA255A1,DA255A1,12,BH Poncho - Ash - Size 1,0,0,12,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965141,60e5a6b920d52d35ed964c2d,DA255A2,DA255A2,6,BH Poncho - Ash - Size 2,0,0,6,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965142,60e5a6b920d52d35ed964c2d,AV2000RBS,AV2000RBS,1,BH Vest - Rue Blu - S,0,0,1,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965143,60e5a6b920d52d35ed964c2d,AV2000RBM,AV2000RBM,1,BH Vest - Rue Blu - M,0,0,1,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965144,60e5a6b920d52d35ed964c2d,AV2000RBL,AV2000RBL,2,BH Vest - Rue Blu - L,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965145,60e5a6b920d52d35ed964c2d,AV2000RBXL,AV2000RBXL,1,BH Vest - Rue Blu - XL,0,0,1,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965146,60e5a6b920d52d35ed964c2d,AV2000PRS,AV2000PRS,4,BH Vest - Pink Rose - S,0,2,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965147,60e5a6b920d52d35ed964c2d,AV2000PRM,AV2000PRM,8,BH Vest - Pink Rose - M,0,2,8,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965148,60e5a6b920d52d35ed964c2d,AV2000PRL,AV2000PRL,8,BH Vest - Pink Rose - L,0,4,8,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965149,60e5a6b920d52d35ed964c2d,AV2000PRXL,AV2000PRXL,4,BH Vest - Pink Rose - XL,0,1,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96514a,60e5a6b920d52d35ed964c2d,DC254BXS,DC254BXS,1,BH Colorblock Coat - Black - XS,0,1,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96514b,60e5a6b920d52d35ed964c2d,DC254BS,DC254BS,2,BH Colorblock Coat - Black - S,0,1,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96514c,60e5a6b920d52d35ed964c2d,DC254BM,DC254BM,1,BH Colorblock Coat - Black - M,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96514d,60e5a6b920d52d35ed964c2d,DC254BL,DC254BL,2,BH Colorblock Coat - Black - L,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96514e,60e5a6b920d52d35ed964c2d,DC254PRXS,DC254PRXS,1,BH Colorblock Coat - Pink Rose - XS,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96514f,60e5a6b920d52d35ed964c2d,DC254PRS,DC254PRS,1,BH Colorblock Coat - Pink Rose - S,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965150,60e5a6b920d52d35ed964c2d,DC254PRM,DC254PRM,2,BH Colorblock Coat - Pink Rose - M,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965151,60e5a6b920d52d35ed964c2d,DC254PRL,DC254PRL,1,BH Colorblock Coat - Pink Rose - L,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965152,60e5a6b920d52d35ed964c2d,DC254PRXL,DC254PRXL,1,BH Colorblock Coat - Pink Rose - XL,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965153,60e5a6b920d52d35ed964c2d,A2004A,A2004A,6,BH Pom Scarf - Ash,0,0,3,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965154,60e5a6b920d52d35ed964c2d,A2004PR,A2004PR,4,BH Pom Scarf - Pink Rose,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965155,60e5a6b920d52d35ed964c2d,A2004RB,A2004RB,2,BH Pom Scarf - Rue Blu,0,0,1,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965156,60e5a6b920d52d35ed964c2d,A2004SD,A2004SD,2,BH Pom Scarf - Sand,0,0,1,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965157,60e5a6b920d52d35ed964c2d,CJ137AS,CJ137AS,3,BH Hoodie - Ash - S,0,1,6,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965158,60e5a6b920d52d35ed964c2d,CJ137AM,CJ137AM,2,BH Hoodie - Ash - M,0,1,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965159,60e5a6b920d52d35ed964c2d,CJ137AL,CJ137AL,3,BH Hoodie - Ash - L,0,2,6,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96515a,60e5a6b920d52d35ed964c2d,CJ137PRXS,CJ137PRXS,1,BH Hoodie - Pink Rose - XS,0,1,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96515b,60e5a6b920d52d35ed964c2d,CJ137PRS,CJ137PRS,2,BH Hoodie - Pink Rose - S,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96515c,60e5a6b920d52d35ed964c2d,CJ137PRM,CJ137PRM,2,BH Hoodie - Pink Rose - M,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96515d,60e5a6b920d52d35ed964c2d,CJ137PRL,CJ137PRL,1,BH Hoodie - Pink Rose - L,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96515e,60e5a6b920d52d35ed964c2d,CA720A,CA720A,6,BH String Mitten - Ash,0,0,3,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96515f,60e5a6b920d52d35ed964c2d,CA720PR,CA720PR,20,BH String Mitten - Pink Rose,0,0,10,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965160,60e5a6b920d52d35ed964c2d,CA720RB,CA720RB,6,BH String Mitten - Rue Blu,0,0,3,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965161,60e5a6b920d52d35ed964c2d,CA720S,CA720S,8,BH String Mitten - Sand,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965162,60e5a6b920d52d35ed964c2d,DA250B,DA250B,12,BH Fur Pom Hat - Black/Silver Fox,0,0,6,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965163,60e5a6b920d52d35ed964c2d,DA250S,DA250S,4,BH Fur Pom Hat - Stone/Stone Feather,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965164,60e5a6b920d52d35ed964c2d,CA703A,CA703A,4,BH Pom Hat - Ash,0,4,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965165,60e5a6b920d52d35ed964c2d,CA703PR,CA703PR,4,BH Pom Hat - Pink Rose,0,2,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965166,60e5a6b920d52d35ed964c2d,CA703S,CA703S,8,BH Pom Hat - Sand,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965167,60e5a6b920d52d35ed964c2d,CA703RB,CA703RB,4,BH Pom Hat - Rue Blu,0,3,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965168,60e5a6b920d52d35ed964c2d,DV011XS,DV011XS,2,Spiky Feather Vest - Stone Feather - XS,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965169,60e5a6b920d52d35ed964c2d,DV011S,DV011S,14,Spiky Feather Vest - Stone Feather - S,0,2,14,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96516a,60e5a6b920d52d35ed964c2d,DV011M,DV011M,14,Spiky Feather Vest - Stone Feather - M,0,1,14,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96516b,60e5a6b920d52d35ed964c2d,DV011L,DV011L,9,Spiky Feather Vest - Stone Feather - L,0,5,9,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96516c,60e5a6b920d52d35ed964c2d,DV011XL,DV011XL,5,Spiky Feather Vest - Stone Feather - XL,0,2,5,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96516d,60e5a6b920d52d35ed964c2d,DJ012XS,DJ012XS,1,Spiky Feather Jacket - Stone Feather - XS,0,1,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96516e,60e5a6b920d52d35ed964c2d,DJ012S,DJ012S,4,Spiky Feather Jacket - Stone Feather - S,0,2,8,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96516f,60e5a6b920d52d35ed964c2d,DJ012M,DJ012M,4,Spiky Feather Jacket - Stone Feather - M,0,2,8,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965170,60e5a6b920d52d35ed964c2d,DJ012L,DJ012L,1,Spiky Feather Jacket - Stone Feather - L,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965171,60e5a6b920d52d35ed964c2d,DJ012XL,DJ012XL,1,Spiky Feather Jacket - Stone Feather - XL,0,1,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965172,60e5a6b920d52d35ed964c2d,DV004XS,DV004XS,1,Beatrice Vest - Black/Pewter - XS,0,1,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965173,60e5a6b920d52d35ed964c2d,DV004S,DV004S,10,Beatrice Vest - Black/Pewter - S,0,4,15,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965174,60e5a6b920d52d35ed964c2d,DV004M,DV004M,12,Beatrice Vest - Black/Pewter - M,0,5,18,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965175,60e5a6b920d52d35ed964c2d,DV004L,DV004L,14,Beatrice Vest - Black/Pewter - L,0,4,21,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965176,60e5a6b920d52d35ed964c2d,DV004XL,DV004XL,8,Beatrice Vest - Black/Pewter - XL,0,0,12,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965177,60e5a6b920d52d35ed964c2d,DJ005XS,DJ005XS,1,Vicky Jacket - Chevron Fox - XS,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965178,60e5a6b920d52d35ed964c2d,DJ005S,DJ005S,6,Vicky Jacket - Chevron Fox - S,0,0,12,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965179,60e5a6b920d52d35ed964c2d,DJ005M,DJ005M,4,Vicky Jacket - Chevron Fox - M,0,0,8,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96517a,60e5a6b920d52d35ed964c2d,DJ005L,DJ005L,3,Vicky Jacket - Chevron Fox - L,0,0,6,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96517b,60e5a6b920d52d35ed964c2d,DJ005XL,DJ005XL,2,Vicky Jacket - Chevron Fox - XL,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96517c,60e5a6b920d52d35ed964c2d,DA014C,DA014C,12,Hoodie Hugger - Coyote,0,5,6,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96517d,60e5a6b920d52d35ed964c2d,DA014P,DA014P,10,Hoodie Hugger - Pewter,0,4,5,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96517e,60e5a6b920d52d35ed964c2d,DA014S,DA014S,10,Hoodie Hugger - Saxon,0,7,5,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96517f,60e5a6b920d52d35ed964c2d,DV010BXS,DV010BXS,1,Nina Hoodie Vest - Black - XS,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965180,60e5a6b920d52d35ed964c2d,DV010BS,DV010BS,5,Nina Hoodie Vest - Black - S,0,0,8,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965181,60e5a6b920d52d35ed964c2d,DV010BM,DV010BM,8,Nina Hoodie Vest - Black - M,0,0,12,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965182,60e5a6b920d52d35ed964c2d,DV010BL,DV010BL,8,Nina Hoodie Vest - Black - L,0,0,12,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965183,60e5a6b920d52d35ed964c2d,DV010BXL,DV010BXL,5,Nina Hoodie Vest - Black - XL,0,0,8,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965184,60e5a6b920d52d35ed964c2d,DC007BS,DC007BS,2,Emilia Zip Off Coat - Black - S,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965185,60e5a6b920d52d35ed964c2d,DC007BM,DC007BM,4,Emilia Zip Off Coat - Black - M,0,0,8,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965186,60e5a6b920d52d35ed964c2d,DC007BL,DC007BL,6,Emilia Zip Off Coat - Black - L,0,0,12,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965187,60e5a6b920d52d35ed964c2d,DC007BXL,DC007BXL,2,Emilia Zip Off Coat - Black - XL,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965188,60e5a6b920d52d35ed964c2d,DC007WXS,DC007WXS,2,Emilia Zip Off Coat - White - XS,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965189,60e5a6b920d52d35ed964c2d,DC007WS,DC007WS,8,Emilia Zip Off Coat - White - S,0,0,16,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96518a,60e5a6b920d52d35ed964c2d,DC007WM,DC007WM,8,Emilia Zip Off Coat - White - M,0,0,16,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96518b,60e5a6b920d52d35ed964c2d,DC007WL,DC007WL,4,Emilia Zip Off Coat - White - L,0,0,8,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96518c,60e5a6b920d52d35ed964c2d,DC007WXL,DC007WXL,1,Emilia Zip Off Coat - White - XL,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96518d,60e5a6b920d52d35ed964c2d,BC841XS,BC841XS,1,Mosaic Duster - Mosaic - XS,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96518e,60e5a6b920d52d35ed964c2d,BC841M,BC841M,5,Mosaic Duster - Mosaic - M,0,0,10,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96518f,60e5a6b920d52d35ed964c2d,BC841L,BC841L,4,Mosaic Duster - Mosaic - L,0,0,8,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965190,60e5a6b920d52d35ed964c2d,BC841XL,BC841XL,2,Mosaic Duster - Mosaic - XL,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965191,60e5a6b920d52d35ed964c2d,DJ108XS,DJ108XS,2,Mosaic Bomber - Mosaic - XS,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965192,60e5a6b920d52d35ed964c2d,DJ108S,DJ108S,5,Mosaic Bomber - Mosaic - S,0,0,10,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965193,60e5a6b920d52d35ed964c2d,DJ108M,DJ108M,4,Mosaic Bomber - Mosaic - M,0,0,8,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965194,60e5a6b920d52d35ed964c2d,DJ108L,DJ108L,2,Mosaic Bomber - Mosaic - L,0,1,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965195,60e5a6b920d52d35ed964c2d,DJ108XL,DJ108XL,1,Mosaic Bomber - Mosaic - XL,0,1,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965196,60e5a6b920d52d35ed964c2d,DJ108XXL,DJ108XXL,3,Mosaic Bomber - Mosaic - XXL,0,3,6,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965197,60e5a6b920d52d35ed964c2d,DJ006PRS,DJ006PRS,2,Silvia Jacket - Pink Rose - S,0,1,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965198,60e5a6b920d52d35ed964c2d,DJ006PRM,DJ006PRM,3,Silvia Jacket - Pink Rose - M,0,2,6,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed965199,60e5a6b920d52d35ed964c2d,DJ006PRL,DJ006PRL,1,Silvia Jacket - Pink Rose - L,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96519a,60e5a6b920d52d35ed964c2d,DJ006PRXL,DJ006PRXL,2,Silvia Jacket - Pink Rose - XL,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96519b,60e5a6b920d52d35ed964c2d,DJ006SFS,DJ006SFS,2,Silvia Jacket - Silver Fox - S,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96519c,60e5a6b920d52d35ed964c2d,DJ006SFM,DJ006SFM,4,Silvia Jacket - Silver Fox - M,0,1,8,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96519d,60e5a6b920d52d35ed964c2d,DJ006SFL,DJ006SFL,2,Silvia Jacket - Silver Fox - L,0,2,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96519e,60e5a6b920d52d35ed964c2d,DJ006SFXL,DJ006SFXL,2,Silvia Jacket - Silver Fox - XL,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed96519f,60e5a6b920d52d35ed964c2d,DJ277XS,DJ277XS,2,Leopard Reversible Jacket - XS,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651a0,60e5a6b920d52d35ed964c2d,DJ277S,DJ277S,10,Leopard Reversible Jacket - S,0,0,20,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651a1,60e5a6b920d52d35ed964c2d,DJ277M,DJ277M,14,Leopard Reversible Jacket - M,0,0,28,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651a2,60e5a6b920d52d35ed964c2d,DJ277L,DJ277L,10,Leopard Reversible Jacket - L,0,0,20,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651a3,60e5a6b920d52d35ed964c2d,DJ277XL,DJ277XL,6,Leopard Reversible Jacket - XL,0,0,12,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651a4,60e5a6b920d52d35ed964c2d,DJ277XXL,DJ277XXL,5,Leopard Reversible Jacket - XXL,0,2,10,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651a5,60e5a6b920d52d35ed964c2d,DC001NS,DC001NS,2,Mandy Car Coat - Navy - S,0,1,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651a6,60e5a6b920d52d35ed964c2d,DC001NM,DC001NM,6,Mandy Car Coat - Navy - M,0,0,12,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651a7,60e5a6b920d52d35ed964c2d,DC001NL,DC001NL,5,Mandy Car Coat - Navy - L,0,4,10,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651a8,60e5a6b920d52d35ed964c2d,DC001NXL,DC001NXL,3,Mandy Car Coat - Navy - XL,0,3,6,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651a9,60e5a6b920d52d35ed964c2d,DC001NXXL,DC001NXXL,3,Mandy Car Coat - Navy - XXL,0,3,6,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651aa,60e5a6b920d52d35ed964c2d,DC001PRS,DC001PRS,1,Mandy Car Coat - Pink Rose - S,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651ab,60e5a6b920d52d35ed964c2d,DC001PRM,DC001PRM,2,Mandy Car Coat - Pink Rose - M,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651ac,60e5a6b920d52d35ed964c2d,DC001PRL,DC001PRL,2,Mandy Car Coat - Pink Rose - L,0,2,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651ad,60e5a6b920d52d35ed964c2d,DC002LS,DC002LS,1,Delilah Duster - Leopard - S,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651ae,60e5a6b920d52d35ed964c2d,DC002LM,DC002LM,4,Delilah Duster - Leopard - M,0,0,8,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651af,60e5a6b920d52d35ed964c2d,DC002LL,DC002LL,3,Delilah Duster - Leopard - L,0,0,6,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651b0,60e5a6b920d52d35ed964c2d,DC002LXL,DC002LXL,1,Delilah Duster - Leopard - XL,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651b1,60e5a6b920d52d35ed964c2d,DC002PRS,DC002PRS,1,Delilah Duster - Pink Rose - S,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651b2,60e5a6b920d52d35ed964c2d,DC002PRM,DC002PRM,1,Delilah Duster - Pink Rose - M,0,1,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651b3,60e5a6b920d52d35ed964c2d,DC002PRL,DC002PRL,1,Delilah Duster - Pink Rose - L,0,1,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651b4,60e5a6b920d52d35ed964c2d,DV003BS,DV003BS,1,Delilah Vest - Black - S,0,1,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651b5,60e5a6b920d52d35ed964c2d,DV003BM,DV003BM,1,Delilah Vest - Black - M,0,1,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651b6,60e5a6b920d52d35ed964c2d,DV003BL,DV003BL,2,Delilah Vest - Black - L,0,1,3,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651b7,60e5a6b920d52d35ed964c2d,DV003BXL,DV003BXL,1,Delilah Vest - Black - XL,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651b8,60e5a6b920d52d35ed964c2d,DV003PRS,DV003PRS,5,Delilah Vest - Pink Rose - S,0,3,8,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651b9,60e5a6b920d52d35ed964c2d,DV003PRM,DV003PRM,3,Delilah Vest - Pink Rose - M,0,3,5,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651ba,60e5a6b920d52d35ed964c2d,DV003PRL,DV003PRL,6,Delilah Vest - Pink Rose - L,0,2,9,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651bb,60e5a6b920d52d35ed964c2d,DV003PRXL,DV003PRXL,5,Delilah Vest - Pink Rose - XL,0,2,8,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651bc,60e5a6b920d52d35ed964c2d,AJ1527BXL,AJ1527BXL,2,Audrey Swing - Black - XL,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651bd,60e5a6b920d52d35ed964c2d,AJ1527PRXS,AJ1527PRXS,1,Audrey Swing - Pink Rose - XS,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651be,60e5a6b920d52d35ed964c2d,AJ1527PRS,AJ1527PRS,2,Audrey Swing - Pink Rose - S,0,2,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651bf,60e5a6b920d52d35ed964c2d,AJ1527PRM,AJ1527PRM,2,Audrey Swing - Pink Rose - M,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651c0,60e5a6b920d52d35ed964c2d,AJ1527PRL,AJ1527PRL,2,Audrey Swing - Pink Rose - L,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed9651c1,60e5a6b920d52d35ed964c2d,AJ1527PRXL,AJ1527PRXL,1,Audrey Swing - Pink Rose - XL,0,0,2,0,0,0,0,0,,,,,,,
